Unnamed: 0,id,date,store_nbr,family,sales,onpromotion,holiday_type,locale,locale_name,description,transferred,dcoilwtico,city,state,store_type,cluster,transactions,year,month,week,quarter,day_of_week
1347919,1328317,2015-01-18,3,BABY CARE,0.0,0,,,,,,,Quito,Pichincha,D,8,3585.0,2015,1,3,1,Sunday
941025,932115,2014-06-09,12,PRODUCE,0.0,0,,,,,,105.09,Latacunga,Cotopaxi,C,15,1222.0,2014,6,24,2,Monday
1310467,1290865,2014-12-28,29,BOOKS,0.0,0,,,,,,,Guayaquil,Guayas,E,10,,2014,12,52,4,Sunday
548430,541302,2013-10-31,47,BEVERAGES,2067.0,0,,,,,,96.29,Quito,Pichincha,A,14,3405.0,2013,10,44,4,Thursday
1492697,1473095,2015-04-09,41,DAIRY,458.0,0,,,,,,50.79,Machala,El Oro,D,4,955.0,2015,4,15,2,Thursday
1044099,1028061,2014-08-01,54,GROCERY I,2621.0,2,,,,,,97.86,El Carmen,Manabi,C,3,917.0,2014,8,31,3,Friday
1067594,1051556,2014-08-15,14,FROZEN FOODS,0.0,0,Holiday,Local,Riobamba,Fundacion de Riobamba,False,97.3,Riobamba,Chimborazo,C,7,,2014,8,33,3,Friday
112678,112678,2013-03-05,20,HOME AND KITCHEN II,0.0,0,,,,,,90.88,Quito,Pichincha,B,6,,2013,3,10,1,Tuesday
175442,175442,2013-04-09,31,HARDWARE,0.0,0,,,,,,94.18,Babahoyo,Los Rios,B,10,1216.0,2013,4,15,2,Tuesday
471888,464760,2013-09-18,49,LINGERIE,10.0,0,,,,,,108.23,Quito,Pichincha,A,11,1921.0,2013,9,38,3,Wednesday
1171755,1155717,2014-10-12,36,MEATS,163.491,2,,,,,,,Libertad,Guayas,E,10,1156.0,2014,10,41,4,Sunday
671038,662128,2014-01-08,37,HOME AND KITCHEN II,15.0,0,,,,,,91.9,Cuenca,Azuay,D,2,1671.0,2014,1,2,1,Wednesday
1051182,1035144,2014-08-05,53,AUTOMOTIVE,4.0,0,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,97.34,Manta,Manabi,D,13,683.0,2014,8,32,3,Tuesday
328324,322978,2013-07-01,21,CLEANING,0.0,0,,,,,,97.94,Santo Domingo,Santo Domingo de los Tsachilas,B,6,,2013,7,27,3,Monday
704257,695347,2014-01-27,2,BOOKS,0.0,0,,,,,,95.82,Quito,Pichincha,D,13,1869.0,2014,1,5,1,Monday
690211,681301,2014-01-19,25,HOME AND KITCHEN II,10.0,0,,,,,,,Salinas,Santa Elena,D,1,824.0,2014,1,3,1,Sunday
440303,433175,2013-09-01,13,HOME APPLIANCES,0.0,0,,,,,,,Latacunga,Cotopaxi,C,15,1017.0,2013,9,35,3,Sunday
754071,745161,2014-02-24,17,LINGERIE,1.0,0,,,,,,103.17,Quito,Pichincha,C,12,1316.0,2014,2,9,1,Monday
375223,368095,2013-07-26,37,GROCERY II,48.0,0,,,,,,104.76,Cuenca,Azuay,D,2,1588.0,2013,7,30,3,Friday
863570,854660,2014-04-26,39,PET SUPPLIES,0.0,0,,,,,,,Cuenca,Azuay,B,6,1750.0,2014,4,17,2,Saturday
1411066,1391464,2015-02-22,50,LADIESWEAR,0.0,0,,,,,,,Ambato,Tungurahua,A,14,3007.0,2015,2,8,1,Sunday
1019905,1003867,2014-07-19,26,CLEANING,533.0,3,,,,,,,Guayaquil,Guayas,D,10,671.0,2014,7,29,3,Saturday
1273316,1257278,2014-12-08,36,FROZEN FOODS,44.951,0,Holiday,Local,Loja,Fundacion de Loja,False,63.13,Libertad,Guayas,E,10,1111.0,2014,12,50,4,Monday
196260,196260,2013-04-21,16,DELI,291.0,0,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1105.0,2013,4,16,2,Sunday
747392,738482,2014-02-20,3,DAIRY,1425.0,0,,,,,,103.2,Quito,Pichincha,D,8,2756.0,2014,2,8,1,Thursday
1317685,1298083,2015-01-01,30,POULTRY,0.0,0,Holiday,National,Ecuador,Primer dia del ano,False,,Guayaquil,Guayas,C,3,,2015,1,1,1,Thursday
607859,600731,2013-12-04,14,SEAFOOD,2.0,0,,,,,,96.97,Riobamba,Chimborazo,C,7,1433.0,2013,12,49,4,Wednesday
553939,546811,2013-11-03,51,BABY CARE,0.0,0,Holiday,National,Ecuador,Independencia de Cuenca,False,,Guayaquil,Guayas,A,17,1898.0,2013,11,44,4,Sunday
593198,586070,2013-11-25,52,MAGAZINES,0.0,0,,,,,,93.86,Manta,Manabi,A,11,,2013,11,48,4,Monday
1134970,1118932,2014-09-21,54,BABY CARE,0.0,0,,,,,,,El Carmen,Manabi,C,3,1121.0,2014,9,38,3,Sunday
175970,175970,2013-04-09,46,HARDWARE,0.0,0,,,,,,94.18,Quito,Pichincha,A,14,2756.0,2013,4,15,2,Tuesday
917761,908851,2014-05-27,1,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,104.78,Quito,Pichincha,D,13,1741.0,2014,5,22,2,Tuesday
1464923,1445321,2015-03-25,12,LAWN AND GARDEN,0.0,0,,,,,,48.75,Latacunga,Cotopaxi,C,15,1139.0,2015,3,13,1,Wednesday
1354772,1335170,2015-01-22,21,MAGAZINES,0.0,0,,,,,,45.93,Santo Domingo,Santo Domingo de los Tsachilas,B,6,,2015,1,4,1,Thursday
763250,754340,2014-03-01,24,PET SUPPLIES,15.0,0,,,,,,,Guayaquil,Guayas,D,1,2472.0,2014,3,9,1,Saturday
701172,692262,2014-01-25,32,LINGERIE,4.0,0,,,,,,,Guayaquil,Guayas,C,3,652.0,2014,1,4,1,Saturday
1504115,1484513,2015-04-16,12,DAIRY,0.0,0,,,,,,56.69,Latacunga,Cotopaxi,C,15,,2015,4,16,2,Thursday
803344,794434,2014-03-23,49,PERSONAL CARE,531.0,0,,,,,,,Quito,Pichincha,A,11,3085.0,2014,3,12,1,Sunday
820897,811987,2014-04-02,41,"LIQUOR,WINE,BEER",33.0,0,,,,,,99.6,Machala,El Oro,D,4,1045.0,2014,4,14,2,Wednesday
1448415,1428813,2015-03-15,49,GROCERY I,9954.0,13,,,,,,,Quito,Pichincha,A,11,3323.0,2015,3,11,1,Sunday
702076,693166,2014-01-25,9,BABY CARE,0.0,0,,,,,,,Quito,Pichincha,B,6,2242.0,2014,1,4,1,Saturday
1157851,1141813,2014-10-04,46,GROCERY II,47.0,0,,,,,,,Quito,Pichincha,A,14,5048.0,2014,10,40,4,Saturday
656499,647589,2013-12-31,29,PRODUCE,0.0,0,Additional,National,Ecuador,Primer dia del ano-1,False,98.17,Guayaquil,Guayas,E,10,,2013,12,1,4,Tuesday
453366,446238,2013-09-08,3,GROCERY I,9848.0,0,,,,,,,Quito,Pichincha,D,8,3797.0,2013,9,36,3,Sunday
1300296,1282758,2014-12-22,50,HOME AND KITCHEN I,311.0,0,Holiday,Local,Salinas,Cantonizacion de Salinas,False,55.25,Ambato,Tungurahua,A,14,4416.0,2014,12,52,4,Monday
1093503,1077465,2014-08-29,40,HOME AND KITCHEN I,0.0,0,,,,,,97.86,Machala,El Oro,C,3,1218.0,2014,8,35,3,Friday
620812,613684,2013-12-11,28,HOME AND KITCHEN II,0.0,0,,,,,,97.25,Guayaquil,Guayas,E,10,902.0,2013,12,50,4,Wednesday
1296529,1280491,2014-12-21,37,PERSONAL CARE,386.0,2,Additional,National,Ecuador,Navidad-4,False,,Cuenca,Azuay,D,2,1867.0,2014,12,51,4,Sunday
204320,204320,2013-04-25,41,HOME APPLIANCES,1.0,0,,,,,,93.27,Machala,El Oro,D,4,686.0,2013,4,17,2,Thursday
312639,310857,2013-06-24,30,PRODUCE,0.0,0,,,,,,95.07,Guayaquil,Guayas,C,3,683.0,2013,6,26,2,Monday
1263480,1247442,2014-12-03,10,DELI,343.0,0,,,,,,67.3,Quito,Pichincha,C,15,1053.0,2014,12,49,4,Wednesday
271110,269328,2013-06-01,16,HOME AND KITCHEN I,0.0,0,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1288.0,2013,6,22,2,Saturday
712781,703871,2014-01-31,9,HARDWARE,2.0,0,,,,,,97.55,Quito,Pichincha,B,6,1876.0,2014,1,5,1,Friday
1221023,1204985,2014-11-09,19,MAGAZINES,0.0,0,,,,,,,Guaranda,Bolivar,C,15,1400.0,2014,11,45,4,Sunday
1033527,1017489,2014-07-26,9,AUTOMOTIVE,13.0,0,,,,,,,Quito,Pichincha,B,6,2180.0,2014,7,30,3,Saturday
637295,630167,2013-12-20,4,SEAFOOD,19.858,0,,,,,,99.11,Quito,Pichincha,D,9,2055.0,2013,12,51,4,Friday
214928,214928,2013-05-01,39,SEAFOOD,19.668,0,Holiday,National,Ecuador,Dia del Trabajo,False,90.74,Cuenca,Azuay,B,6,1503.0,2013,5,18,2,Wednesday
556450,549322,2013-11-05,22,BOOKS,0.0,0,,,,,,93.4,Puyo,Pastaza,C,7,,2013,11,45,4,Tuesday
942956,934046,2014-06-10,17,HARDWARE,1.0,0,,,,,,105.02,Quito,Pichincha,C,12,1220.0,2014,6,24,2,Tuesday
830784,821874,2014-04-08,2,DELI,170.253,0,,,,,,102.57,Quito,Pichincha,D,13,1891.0,2014,4,15,2,Tuesday
1303365,1285545,2014-12-24,29,PRODUCE,0.0,0,Additional,National,Ecuador,Navidad-1,False,55.7,Guayaquil,Guayas,E,10,,2014,12,52,4,Wednesday
1392934,1373332,2015-02-12,42,BOOKS,0.0,0,,,,,,51.17,Cuenca,Azuay,D,2,,2015,2,7,1,Thursday
1357197,1337595,2015-01-23,4,CELEBRATION,0.0,0,,,,,,45.26,Quito,Pichincha,D,9,1433.0,2015,1,4,1,Friday
981783,967527,2014-06-28,7,AUTOMOTIVE,2.0,0,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,,Quito,Pichincha,D,8,1746.0,2014,6,26,2,Saturday
66980,66980,2013-02-07,38,MAGAZINES,0.0,0,,,,,,95.84,Loja,Loja,D,4,1404.0,2013,2,6,1,Thursday
573382,566254,2013-11-14,47,CLEANING,1203.0,0,,,,,,93.76,Quito,Pichincha,A,14,2928.0,2013,11,46,4,Thursday
880085,871175,2014-05-05,52,DAIRY,0.0,0,,,,,,99.74,Manta,Manabi,A,11,,2014,5,19,2,Monday
851148,842238,2014-04-19,40,GROCERY I,4562.0,0,,,,,,,Machala,El Oro,C,3,1291.0,2014,4,16,2,Saturday
15517,15517,2013-01-09,44,CLEANING,2889.0,0,,,,,,93.08,Quito,Pichincha,A,5,4006.0,2013,1,2,1,Wednesday
488472,481344,2013-09-28,15,CELEBRATION,0.0,0,Holiday,Local,Ibarra,Fundacion de Ibarra,False,,Ibarra,Imbabura,C,15,1390.0,2013,9,39,3,Saturday
1363908,1344306,2015-01-27,28,HOME CARE,0.0,0,,,,,,45.84,Guayaquil,Guayas,E,10,1034.0,2015,1,5,1,Tuesday
13867,13867,2013-01-08,48,CLEANING,1497.0,0,,,,,,93.21,Quito,Pichincha,A,14,2320.0,2013,1,2,1,Tuesday
1283401,1267363,2014-12-14,19,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,,Guaranda,Bolivar,C,15,1344.0,2014,12,50,4,Sunday
603717,596589,2013-12-01,48,HOME AND KITCHEN I,0.0,0,,,,,,,Quito,Pichincha,A,14,4838.0,2013,12,48,4,Sunday
1411616,1392014,2015-02-23,17,DAIRY,530.0,0,,,,,,49.56,Quito,Pichincha,C,12,1152.0,2015,2,9,1,Monday
1030336,1014298,2014-07-25,19,EGGS,219.0,0,Holiday,Local,Guayaquil,Fundacion de Guayaquil,False,105.23,Guaranda,Bolivar,C,15,1105.0,2014,7,30,3,Friday
580593,573465,2013-11-18,49,MEATS,514.247,0,,,,,,93.03,Quito,Pichincha,A,11,2026.0,2013,11,47,4,Monday
920406,911496,2014-05-28,34,BEVERAGES,964.0,0,,,,,,103.37,Guayaquil,Guayas,B,6,2094.0,2014,5,22,2,Wednesday
473161,466033,2013-09-19,35,CLEANING,325.0,0,,,,,,106.26,Playas,Guayas,C,3,477.0,2013,9,38,3,Thursday
1035660,1019622,2014-07-28,18,LINGERIE,2.0,0,,,,,,105.68,Quito,Pichincha,B,16,1316.0,2014,7,31,3,Monday
416361,409233,2013-08-18,41,AUTOMOTIVE,7.0,0,,,,,,,Machala,El Oro,D,4,1282.0,2013,8,33,3,Sunday
1504728,1485126,2015-04-16,29,PLAYERS AND ELECTRONICS,0.0,0,,,,,,56.69,Guayaquil,Guayas,E,10,1077.0,2015,4,16,2,Thursday
81124,81124,2013-02-15,35,EGGS,36.0,0,,,,,,95.95,Playas,Guayas,C,3,681.0,2013,2,7,1,Friday
73765,73765,2013-02-11,29,EGGS,0.0,0,Holiday,National,Ecuador,Carnaval,False,97.01,Guayaquil,Guayas,E,10,,2013,2,7,1,Monday
1081226,1065188,2014-08-22,46,HARDWARE,1.0,0,,,,,,93.61,Quito,Pichincha,A,14,3401.0,2014,8,34,3,Friday
729852,720942,2014-02-10,37,MEATS,189.232,0,,,,,,100.12,Cuenca,Azuay,D,2,1474.0,2014,2,7,1,Monday
1011460,995422,2014-07-14,39,EGGS,204.0,1,,,,,,101.73,Cuenca,Azuay,B,6,1388.0,2014,7,29,3,Monday
1236203,1220165,2014-11-17,44,MAGAZINES,5.0,0,,,,,,75.64,Quito,Pichincha,A,5,3987.0,2014,11,47,4,Monday
918989,910079,2014-05-27,44,BREAD/BAKERY,834.63,0,,,,,,104.78,Quito,Pichincha,A,5,3769.0,2014,5,22,2,Tuesday
325536,320190,2013-06-29,42,MEATS,0.0,0,,,,,,,Cuenca,Azuay,D,2,,2013,6,26,2,Saturday
894155,885245,2014-05-13,47,LAWN AND GARDEN,12.0,0,,,,,,102.01,Quito,Pichincha,A,14,3534.0,2014,5,20,2,Tuesday
660102,651192,2014-01-02,30,BEVERAGES,1120.0,0,,,,,,95.14,Guayaquil,Guayas,C,3,758.0,2014,1,1,1,Thursday
492442,485314,2013-09-30,26,HOME AND KITCHEN II,0.0,0,,,,,,102.36,Guayaquil,Guayas,D,10,779.0,2013,9,40,3,Monday
995899,979861,2014-07-05,51,PERSONAL CARE,405.0,0,Event,National,Ecuador,Mundial de futbol Brasil: Cuartos de Final,False,,Guayaquil,Guayas,A,17,1951.0,2014,7,27,3,Saturday
811323,802413,2014-03-28,23,HOME CARE,132.0,0,,,,,,101.73,Ambato,Tungurahua,D,9,1112.0,2014,3,13,1,Friday
1120969,1104931,2014-09-14,11,PERSONAL CARE,400.0,0,,,,,,,Cayambe,Pichincha,B,6,2763.0,2014,9,37,3,Sunday
1000217,984179,2014-07-08,23,LAWN AND GARDEN,0.0,0,Event,National,Ecuador,Mundial de futbol Brasil: Semifinales,False,104.06,Ambato,Tungurahua,D,9,1093.0,2014,7,28,3,Tuesday
81395,81395,2013-02-15,42,HOME APPLIANCES,0.0,0,,,,,,95.95,Cuenca,Azuay,D,2,,2013,2,7,1,Friday
1494125,1474523,2015-04-10,31,HOME APPLIANCES,1.0,0,,,,,,51.63,Babahoyo,Los Rios,B,10,1320.0,2015,4,15,2,Friday
822320,813410,2014-04-03,31,PET SUPPLIES,0.0,0,,,,,,100.29,Babahoyo,Los Rios,B,10,1386.0,2014,4,14,2,Thursday
948392,939482,2014-06-13,2,BREAD/BAKERY,398.818,0,,,,,,107.49,Quito,Pichincha,D,13,1974.0,2014,6,24,2,Friday
1000925,984887,2014-07-08,43,BEAUTY,0.0,0,Event,National,Ecuador,Mundial de futbol Brasil: Semifinales,False,104.06,Esmeraldas,Esmeraldas,E,10,1321.0,2014,7,28,3,Tuesday
873390,864480,2014-05-02,15,GROCERY I,2753.0,0,,,,,,100.09,Ibarra,Imbabura,C,15,1330.0,2014,5,18,2,Friday
1283338,1267300,2014-12-14,18,BABY CARE,0.0,0,,,,,,,Quito,Pichincha,B,16,1722.0,2014,12,50,4,Sunday
77797,77797,2013-02-13,41,HOME AND KITCHEN II,0.0,0,,,,,,97.03,Machala,El Oro,D,4,888.0,2013,2,7,1,Wednesday
983851,969595,2014-06-30,14,"LIQUOR,WINE,BEER",18.0,0,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,106.07,Riobamba,Chimborazo,C,7,1491.0,2014,6,27,2,Monday
530112,522984,2013-10-21,33,AUTOMOTIVE,2.0,0,,,,,,99.28,Quevedo,Los Rios,C,3,1070.0,2013,10,43,4,Monday
