Unnamed: 0,id,date,store_nbr,family,sales,onpromotion,holiday_type,locale,locale_name,description,transferred,dcoilwtico,city,state,store_type,cluster,transactions,year,month,week,quarter,day_of_week
2977225,2924013,2017-07-03,51,HOME AND KITCHEN I,80.0,8,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,,Guayaquil,Guayas,A,17,1655.0,2017,7,27,3,Monday
2897359,2849245,2017-05-22,53,PERSONAL CARE,185.0,7,,,,,,50.81,Manta,Manabi,D,13,978.0,2017,5,21,2,Monday
2119435,2092705,2016-03-23,27,EGGS,194.0,0,,,,,,38.28,Daule,Guayas,D,1,1489.0,2016,3,12,1,Wednesday
2160186,2133456,2016-04-15,20,CELEBRATION,10.0,0,,,,,,40.4,Quito,Pichincha,B,6,1135.0,2016,4,15,2,Friday
1564145,1544543,2015-05-19,46,FROZEN FOODS,186.371,3,,,,,,57.3,Quito,Pichincha,A,14,2931.0,2015,5,21,2,Tuesday
2220735,2185095,2016-05-14,2,AUTOMOTIVE,12.0,0,Event,National,Ecuador,Terremoto Manabi+28,False,,Quito,Pichincha,D,13,2057.0,2016,5,19,2,Saturday
2538997,2496229,2016-11-04,49,EGGS,438.0,28,Bridge,National,Ecuador,Puente Dia de Difuntos,False,44.07,Quito,Pichincha,A,11,2965.0,2016,11,44,4,Friday
1721929,1696981,2015-08-13,23,"LIQUOR,WINE,BEER",33.0,0,,,,,,42.27,Ambato,Tungurahua,D,9,896.0,2015,8,33,3,Thursday
2746621,2700289,2017-02-28,24,SCHOOL AND OFFICE SUPPLIES,0.0,0,Holiday,National,Ecuador,Carnaval,False,54.0,Guayaquil,Guayas,D,1,1699.0,2017,2,9,1,Tuesday
2111998,2085268,2016-03-19,18,SCHOOL AND OFFICE SUPPLIES,1.0,0,,,,,,,Quito,Pichincha,B,16,1252.0,2016,3,11,1,Saturday
2408258,2365490,2016-08-23,30,HOME APPLIANCES,0.0,0,,,,,,47.54,Guayaquil,Guayas,C,3,739.0,2016,8,34,3,Tuesday
2108611,2081881,2016-03-17,23,EGGS,41.0,0,,,,,,40.17,Ambato,Tungurahua,D,9,909.0,2016,3,11,1,Thursday
2740455,2694123,2017-02-24,51,BEVERAGES,5426.0,19,,,,,,53.99,Guayaquil,Guayas,A,17,1784.0,2017,2,8,1,Friday
3046276,2992816,2017-08-11,32,GROCERY II,4.0,0,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,48.81,Guayaquil,Guayas,C,3,567.0,2017,8,32,3,Friday
1962520,1935790,2015-12-26,24,EGGS,205.0,1,Additional,National,Ecuador,Navidad+1,False,,Guayaquil,Guayas,D,1,2490.0,2015,12,52,4,Saturday
2201407,2171113,2016-05-06,27,EGGS,213.0,26,Event,National,Ecuador,Terremoto Manabi+20,False,44.58,Daule,Guayas,D,1,1585.0,2016,5,18,2,Friday
2164358,2137628,2016-04-17,37,LAWN AND GARDEN,6.0,0,Event,National,Ecuador,Terremoto Manabi+1,False,,Cuenca,Azuay,D,2,1264.0,2016,4,15,2,Sunday
2755951,2709619,2017-03-05,36,"LIQUOR,WINE,BEER",67.0,4,,,,,,,Libertad,Guayas,E,10,1293.0,2017,3,9,1,Sunday
3047315,2993855,2017-08-12,11,PREPARED FOODS,88.724,1,,,,,,,Cayambe,Pichincha,B,6,2230.0,2017,8,32,3,Saturday
1980352,1953622,2016-01-05,24,"LIQUOR,WINE,BEER",66.0,0,,,,,,35.97,Guayaquil,Guayas,D,1,2486.0,2016,1,1,1,Tuesday
1544356,1524754,2015-05-08,40,"LIQUOR,WINE,BEER",176.0,0,,,,,,59.41,Machala,El Oro,C,3,1340.0,2015,5,19,2,Friday
1679942,1654994,2015-07-20,45,FROZEN FOODS,352.064,2,,,,,,50.11,Quito,Pichincha,A,11,3607.0,2015,7,30,3,Monday
1810121,1785173,2015-10-01,48,BREAD/BAKERY,683.394,2,,,,,,44.75,Quito,Pichincha,A,14,2913.0,2015,10,40,4,Thursday
1862933,1837985,2015-10-31,3,HOME APPLIANCES,1.0,0,,,,,,,Quito,Pichincha,D,8,3676.0,2015,10,44,4,Saturday
2025583,1998853,2016-01-30,43,EGGS,142.0,0,,,,,,,Esmeraldas,Esmeraldas,E,10,1403.0,2016,1,4,1,Saturday
2559623,2515073,2016-11-15,28,FROZEN FOODS,96.0,4,,,,,,45.86,Guayaquil,Guayas,E,10,1259.0,2016,11,46,4,Tuesday
2801558,2755226,2017-03-31,16,MAGAZINES,2.0,0,,,,,,50.54,Santo Domingo,Santo Domingo de los Tsachilas,C,3,672.0,2017,3,13,1,Friday
2587096,2542546,2016-11-30,48,POULTRY,532.704,1,,,,,,49.41,Quito,Pichincha,A,14,2464.0,2016,11,48,4,Wednesday
2277336,2241696,2016-06-14,8,CELEBRATION,16.0,0,,,,,,48.49,Quito,Pichincha,D,8,2399.0,2016,6,24,2,Tuesday
2810293,2763961,2017-04-05,11,GROCERY II,10.0,0,,,,,,51.14,Cayambe,Pichincha,B,6,2355.0,2017,4,14,2,Wednesday
2978765,2925305,2017-07-04,38,LAWN AND GARDEN,19.0,0,,,,,,,Loja,Loja,D,4,1406.0,2017,7,27,3,Tuesday
2002860,1976130,2016-01-17,6,MEATS,712.888,1,,,,,,,Quito,Pichincha,D,13,2260.0,2016,1,2,1,Sunday
2945944,2897830,2017-06-19,18,BABY CARE,0.0,0,,,,,,44.24,Quito,Pichincha,B,16,1324.0,2017,6,25,2,Monday
2658009,2611677,2017-01-09,38,MEATS,168.717,0,,,,,,51.95,Loja,Loja,D,4,1240.0,2017,1,2,1,Monday
1956002,1930480,2015-12-22,25,GROCERY II,27.0,0,Additional,National,Ecuador,Navidad-3,False,36.12,Salinas,Santa Elena,D,1,991.0,2015,12,52,4,Tuesday
3026860,2973400,2017-07-31,38,BABY CARE,0.0,0,,,,,,50.21,Loja,Loja,D,4,1532.0,2017,7,31,3,Monday
2510432,2467664,2016-10-19,47,MAGAZINES,10.0,0,,,,,,51.59,Quito,Pichincha,A,14,3021.0,2016,10,42,4,Wednesday
2595135,2550585,2016-12-05,24,HOME AND KITCHEN I,10.0,0,Additional,Local,Quito,Fundacion de Quito-1,False,51.72,Guayaquil,Guayas,D,1,2143.0,2016,12,49,4,Monday
2448987,2406219,2016-09-15,23,MEATS,621.776,0,,,,,,43.85,Ambato,Tungurahua,D,9,960.0,2016,9,37,3,Thursday
3013565,2960105,2017-07-24,15,BREAD/BAKERY,160.0,12,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,46.21,Ibarra,Imbabura,C,15,1349.0,2017,7,30,3,Monday
2459607,2416839,2016-09-21,21,HOME CARE,194.0,14,,,,,,45.33,Santo Domingo,Santo Domingo de los Tsachilas,B,6,790.0,2016,9,38,3,Wednesday
2266223,2230583,2016-06-08,45,HARDWARE,1.0,0,,,,,,51.23,Quito,Pichincha,A,11,3202.0,2016,6,23,2,Wednesday
1694974,1670026,2015-07-29,17,POULTRY,217.339,0,,,,,,48.77,Quito,Pichincha,C,12,1142.0,2015,7,31,3,Wednesday
1842178,1817230,2015-10-19,47,LADIESWEAR,23.0,0,,,,,,45.91,Quito,Pichincha,A,14,3358.0,2015,10,43,4,Monday
2202063,2171769,2016-05-06,45,CELEBRATION,65.0,0,Event,National,Ecuador,Terremoto Manabi+20,False,44.58,Quito,Pichincha,A,11,3843.0,2016,5,18,2,Friday
2020728,1993998,2016-01-27,8,CELEBRATION,35.0,0,,,,,,32.32,Quito,Pichincha,D,8,2771.0,2016,1,4,1,Wednesday
2159689,2132959,2016-04-14,7,BOOKS,0.0,0,Holiday,Local,Libertad,Cantonizacion de Libertad,False,41.45,Quito,Pichincha,D,8,1827.0,2016,4,15,2,Thursday
1737636,1712688,2015-08-22,14,LINGERIE,15.0,0,,,,,,,Riobamba,Chimborazo,C,7,1540.0,2015,8,34,3,Saturday
2875093,2826979,2017-05-10,3,BABY CARE,1.0,0,,,,,,47.28,Quito,Pichincha,D,8,2996.0,2017,5,19,2,Wednesday
2468199,2425431,2016-09-26,12,PRODUCE,320.625,1,,,,,,45.6,Latacunga,Cotopaxi,C,15,1149.0,2016,9,39,3,Monday
2837641,2789527,2017-04-19,29,BOOKS,0.0,0,,,,,,50.49,Guayaquil,Guayas,E,10,851.0,2017,4,16,2,Wednesday
2075604,2048874,2016-02-27,47,BEVERAGES,10635.0,57,,,,,,,Quito,Pichincha,A,14,4469.0,2016,2,8,1,Saturday
3019871,2966411,2017-07-27,41,DAIRY,451.0,3,,,,,,49.05,Machala,El Oro,D,4,956.0,2017,7,30,3,Thursday
2571273,2526723,2016-11-21,54,GROCERY I,2784.0,63,,,,,,47.48,El Carmen,Manabi,C,3,816.0,2016,11,47,4,Monday
2594768,2550218,2016-12-05,14,FROZEN FOODS,42.0,1,Additional,Local,Quito,Fundacion de Quito-1,False,51.72,Riobamba,Chimborazo,C,7,1554.0,2016,12,49,4,Monday
1639852,1616686,2015-06-29,20,HOME AND KITCHEN II,19.0,0,,,,,,58.34,Quito,Pichincha,B,6,1313.0,2015,6,27,2,Monday
1702616,1677668,2015-08-02,31,HARDWARE,1.0,0,,,,,,,Babahoyo,Los Rios,B,10,1977.0,2015,8,31,3,Sunday
1999062,1972332,2016-01-15,49,LINGERIE,17.0,0,,,,,,29.45,Quito,Pichincha,A,11,2884.0,2016,1,2,1,Friday
2698929,2652597,2017-02-01,36,MEATS,345.149,0,,,,,,53.9,Libertad,Guayas,E,10,1136.0,2017,2,5,1,Wednesday
2198212,2167918,2016-05-04,37,HOME AND KITCHEN II,17.0,1,Event,National,Ecuador,Terremoto Manabi+18,False,43.77,Cuenca,Azuay,D,2,1618.0,2016,5,18,2,Wednesday
2578356,2533806,2016-11-25,53,AUTOMOTIVE,5.0,0,Event,National,Ecuador,Black Friday,False,46.72,Manta,Manabi,D,13,996.0,2016,11,47,4,Friday
1855498,1830550,2015-10-27,21,CLEANING,810.0,1,,,,,,43.21,Santo Domingo,Santo Domingo de los Tsachilas,B,6,869.0,2015,10,44,4,Tuesday
2231431,2195791,2016-05-20,2,BOOKS,0.0,0,,,,,,47.67,Quito,Pichincha,D,13,1922.0,2016,5,20,2,Friday
2217385,2182347,2016-05-12,41,MEATS,151.881,0,Event,National,Ecuador,Terremoto Manabi+26,False,46.64,Machala,El Oro,D,4,903.0,2016,5,19,2,Thursday
1967477,1940747,2015-12-29,13,HOME APPLIANCES,0.0,0,,,,,,37.88,Latacunga,Cotopaxi,C,15,975.0,2015,12,53,4,Tuesday
2281245,2245605,2016-06-17,17,LINGERIE,1.0,0,,,,,,48.0,Quito,Pichincha,C,12,1372.0,2016,6,24,2,Friday
1902397,1877449,2015-11-22,37,GROCERY II,48.0,0,,,,,,,Cuenca,Azuay,D,2,1151.0,2015,11,47,4,Sunday
2390744,2347976,2016-08-13,39,PET SUPPLIES,4.0,0,,,,,,,Cuenca,Azuay,B,6,1297.0,2016,8,32,3,Saturday
2938240,2890126,2017-06-14,50,LADIESWEAR,8.0,0,,,,,,44.79,Ambato,Tungurahua,A,14,2269.0,2017,6,24,2,Wednesday
2547079,2504311,2016-11-09,26,CLEANING,400.0,40,,,,,,45.2,Guayaquil,Guayas,D,10,532.0,2016,11,45,4,Wednesday
2800490,2754158,2017-03-30,36,FROZEN FOODS,100.0,1,,,,,,50.3,Libertad,Guayas,E,10,1073.0,2017,3,13,1,Thursday
1723434,1698486,2015-08-14,16,DELI,144.0,47,,,,,,42.45,Santo Domingo,Santo Domingo de los Tsachilas,C,3,701.0,2015,8,33,3,Friday
2274566,2238926,2016-06-13,3,DAIRY,2196.0,7,,,,,,48.89,Quito,Pichincha,D,8,2812.0,2016,6,24,2,Monday
2844859,2796745,2017-04-23,30,POULTRY,82.607,0,,,,,,,Guayaquil,Guayas,C,3,649.0,2017,4,16,2,Sunday
2135033,2108303,2016-04-01,14,SEAFOOD,11.0,0,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,35.36,Riobamba,Chimborazo,C,7,1196.0,2016,4,13,2,Friday
2081113,2054383,2016-03-01,51,BABY CARE,0.0,0,,,,,,34.39,Guayaquil,Guayas,A,17,1551.0,2016,3,9,1,Tuesday
2120372,2093642,2016-03-23,52,MAGAZINES,0.0,0,,,,,,38.28,Manta,Manabi,A,11,,2016,3,12,1,Wednesday
2662144,2615812,2017-01-11,54,BABY CARE,0.0,0,,,,,,52.19,El Carmen,Manabi,C,3,703.0,2017,1,2,1,Wednesday
1703144,1678196,2015-08-02,46,HARDWARE,0.0,0,,,,,,,Quito,Pichincha,A,14,4456.0,2015,8,31,3,Sunday
2444935,2402167,2016-09-13,1,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,44.91,Quito,Pichincha,D,13,1670.0,2016,9,37,3,Tuesday
2992097,2938637,2017-07-12,12,LAWN AND GARDEN,0.0,0,,,,,,45.48,Latacunga,Cotopaxi,C,15,1197.0,2017,7,28,3,Wednesday
2881946,2833832,2017-05-14,21,MAGAZINES,3.0,0,Event,National,Ecuador,Dia de la Madre,False,,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1647.0,2017,5,19,2,Sunday
2290424,2254784,2016-06-22,24,PET SUPPLIES,11.0,0,,,,,,49.16,Guayaquil,Guayas,D,1,2308.0,2016,6,25,2,Wednesday
2228346,2192706,2016-05-18,32,LINGERIE,2.0,0,,,,,,48.12,Guayaquil,Guayas,C,3,558.0,2016,5,20,2,Wednesday
3031289,2977829,2017-08-03,12,DAIRY,408.0,9,,,,,,49.03,Latacunga,Cotopaxi,C,15,1219.0,2017,8,31,3,Thursday
2330518,2289532,2016-07-11,49,PERSONAL CARE,392.0,5,,,,,,44.73,Quito,Pichincha,A,11,2621.0,2016,7,28,3,Monday
2348071,2307085,2016-07-21,41,"LIQUOR,WINE,BEER",62.0,1,,,,,,43.96,Machala,El Oro,D,4,904.0,2016,7,29,3,Thursday
2975589,2923195,2017-07-03,29,"LIQUOR,WINE,BEER",65.0,3,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,,Guayaquil,Guayas,E,10,1251.0,2017,7,27,3,Monday
2229250,2193610,2016-05-18,9,BABY CARE,0.0,0,,,,,,48.12,Quito,Pichincha,B,6,1745.0,2016,5,20,2,Wednesday
2685025,2638693,2017-01-24,46,GROCERY II,33.0,0,,,,,,52.38,Quito,Pichincha,A,14,2725.0,2017,1,4,1,Tuesday
2183673,2155161,2016-04-27,29,PRODUCE,840.396,1,Event,National,Ecuador,Terremoto Manabi+11,False,45.29,Guayaquil,Guayas,E,10,899.0,2016,4,17,2,Wednesday
1980540,1953810,2016-01-05,3,GROCERY I,9151.451,19,,,,,,35.97,Quito,Pichincha,D,8,3057.0,2016,1,1,1,Tuesday
2827470,2780529,2017-04-14,26,HOME AND KITCHEN I,9.0,1,Holiday,Local,Libertad,Cantonizacion de Libertad,False,,Guayaquil,Guayas,D,10,500.0,2017,4,15,2,Friday
2620677,2576127,2016-12-19,40,HOME AND KITCHEN I,49.0,7,,,,,,52.13,Machala,El Oro,C,3,1668.0,2016,12,51,4,Monday
2147986,2121256,2016-04-08,28,HOME AND KITCHEN II,11.0,0,,,,,,39.74,Guayaquil,Guayas,E,10,1020.0,2016,4,14,2,Friday
2823703,2777371,2017-04-12,37,PERSONAL CARE,198.0,7,Holiday,Local,Cuenca,Fundacion de Cuenca,True,53.12,Cuenca,Azuay,D,2,1599.0,2017,4,15,2,Wednesday
1731494,1706546,2015-08-18,41,HOME APPLIANCES,0.0,0,,,,,,42.58,Machala,El Oro,D,4,976.0,2015,8,34,3,Tuesday
1839813,1814865,2015-10-18,30,PRODUCE,446.379,0,,,,,,,Guayaquil,Guayas,C,3,648.0,2015,10,42,4,Sunday
2790654,2744322,2017-03-25,10,DELI,278.0,9,,,,,,,Quito,Pichincha,C,15,993.0,2017,3,12,1,Saturday
1798284,1773336,2015-09-25,16,HOME AND KITCHEN I,30.0,0,,,,,,45.55,Santo Domingo,Santo Domingo de los Tsachilas,C,3,655.0,2015,9,39,3,Friday
2239955,2204315,2016-05-24,9,HARDWARE,0.0,0,Holiday,National,Ecuador,Batalla de Pichincha,True,48.04,Quito,Pichincha,B,6,1692.0,2016,5,21,2,Tuesday
2748197,2701865,2017-03-01,19,MAGAZINES,4.0,0,,,,,,53.82,Guaranda,Bolivar,C,15,1292.0,2017,3,9,1,Wednesday
2560701,2516151,2016-11-15,9,AUTOMOTIVE,17.0,0,,,,,,45.86,Quito,Pichincha,B,6,2062.0,2016,11,46,4,Tuesday
2164469,2137739,2016-04-17,4,SEAFOOD,44.344,0,Event,National,Ecuador,Terremoto Manabi+1,False,,Quito,Pichincha,D,9,1805.0,2016,4,15,2,Sunday
1742102,1717154,2015-08-24,39,SEAFOOD,12.162,0,Holiday,Local,Ambato,Fundacion de Ambato,False,38.22,Cuenca,Azuay,B,6,1235.0,2015,8,35,3,Monday
2083624,2056894,2016-03-03,22,BOOKS,0.0,0,,,,,,34.56,Puyo,Pastaza,C,7,719.0,2016,3,9,1,Thursday
2470130,2427362,2016-09-27,17,HARDWARE,0.0,0,,,,,,44.65,Quito,Pichincha,C,12,1450.0,2016,9,39,3,Tuesday
2357958,2315190,2016-07-26,2,DELI,162.718,1,,,,,,42.16,Quito,Pichincha,D,13,1571.0,2016,7,30,3,Tuesday
2830539,2782425,2017-04-15,29,PRODUCE,1221.852,4,,,,,,,Guayaquil,Guayas,E,10,1276.0,2017,4,15,2,Saturday
2920108,2871994,2017-06-04,42,BOOKS,0.0,0,,,,,,,Cuenca,Azuay,D,2,1534.0,2017,6,22,2,Sunday
2884371,2836257,2017-05-15,4,CELEBRATION,8.0,0,,,,,,48.86,Quito,Pichincha,D,9,1110.0,2017,5,20,2,Monday
2508957,2466189,2016-10-18,7,AUTOMOTIVE,2.0,0,,,,,,50.3,Quito,Pichincha,D,8,1702.0,2016,10,42,4,Tuesday
1594154,1574552,2015-06-05,38,MAGAZINES,1.0,0,,,,,,59.11,Loja,Loja,D,4,1661.0,2015,6,23,2,Friday
2100556,2073826,2016-03-12,47,CLEANING,2638.0,5,,,,,,,Quito,Pichincha,A,14,4492.0,2016,3,10,1,Saturday
2407259,2364491,2016-08-22,52,DAIRY,0.0,0,,,,,,46.8,Manta,Manabi,A,11,,2016,8,34,3,Monday
2378322,2335554,2016-08-06,40,GROCERY I,6532.0,54,,,,,,,Machala,El Oro,C,3,1441.0,2016,8,31,3,Saturday
1542691,1523089,2015-05-07,44,CLEANING,2112.0,2,,,,,,58.99,Quito,Pichincha,A,5,4272.0,2015,5,19,2,Thursday
2015646,1988916,2016-01-25,15,CELEBRATION,2.0,0,,,,,,30.31,Ibarra,Imbabura,C,15,1369.0,2016,1,4,1,Monday
2891082,2842968,2017-05-19,28,HOME CARE,188.0,12,,,,,,50.32,Guayaquil,Guayas,E,10,1024.0,2017,5,20,2,Friday
1541041,1521439,2015-05-06,48,CLEANING,1934.0,5,,,,,,60.93,Quito,Pichincha,A,14,2732.0,2015,5,19,2,Wednesday
2810575,2764243,2017-04-05,19,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,51.14,Guaranda,Bolivar,C,15,1140.0,2017,4,14,2,Wednesday
2130891,2104161,2016-03-29,48,HOME AND KITCHEN I,21.0,0,,,,,,36.91,Quito,Pichincha,A,14,2167.0,2016,3,13,1,Tuesday
2938790,2890676,2017-06-15,17,DAIRY,581.0,26,,,,,,44.47,Quito,Pichincha,C,12,1325.0,2017,6,24,2,Thursday
2557510,2512960,2016-11-14,19,EGGS,77.0,13,,,,,,43.29,Guaranda,Bolivar,C,15,1160.0,2016,11,46,4,Monday
2107767,2081037,2016-03-16,49,MEATS,685.492,1,,,,,,38.43,Quito,Pichincha,A,11,2866.0,2016,3,11,1,Wednesday
2447580,2404812,2016-09-14,34,BEVERAGES,1854.0,15,,,,,,43.62,Guayaquil,Guayas,B,6,1836.0,2016,9,37,3,Wednesday
2000335,1973605,2016-01-16,35,CLEANING,626.0,0,,,,,,,Playas,Guayas,C,3,771.0,2016,1,2,1,Saturday
2562834,2518284,2016-11-17,18,LINGERIE,0.0,0,,,,,,45.37,Quito,Pichincha,B,16,,2016,11,46,4,Thursday
1943535,1918587,2015-12-15,41,AUTOMOTIVE,5.0,0,,,,,,37.32,Machala,El Oro,D,4,1145.0,2015,12,51,4,Tuesday
3031902,2978442,2017-08-03,29,PLAYERS AND ELECTRONICS,1.0,0,,,,,,49.03,Guayaquil,Guayas,E,10,1139.0,2017,8,31,3,Thursday
1608298,1588696,2015-06-13,35,EGGS,192.0,0,,,,,,,Playas,Guayas,C,3,851.0,2015,6,24,2,Saturday
1600939,1581337,2015-06-09,29,EGGS,158.0,0,,,,,,60.15,Guayaquil,Guayas,E,10,973.0,2015,6,24,2,Tuesday
2608400,2563850,2016-12-12,46,HARDWARE,0.0,0,,,,,,52.74,Quito,Pichincha,A,14,3127.0,2016,12,50,4,Monday
2257026,2221386,2016-06-03,37,MEATS,262.501,39,,,,,,48.69,Cuenca,Azuay,D,2,1461.0,2016,6,22,2,Friday
2538634,2495866,2016-11-04,39,EGGS,865.0,6,Bridge,National,Ecuador,Puente Dia de Difuntos,False,44.07,Cuenca,Azuay,B,6,1194.0,2016,11,44,4,Friday
2763377,2717045,2017-03-09,44,MAGAZINES,25.0,0,,,,,,48.75,Quito,Pichincha,A,5,3560.0,2017,3,10,1,Thursday
2446163,2403395,2016-09-13,44,BREAD/BAKERY,1347.198,13,,,,,,44.91,Quito,Pichincha,A,5,3475.0,2016,9,37,3,Tuesday
1852710,1827762,2015-10-25,42,MEATS,270.818,0,,,,,,,Cuenca,Azuay,D,2,1252.0,2015,10,43,4,Sunday
2421329,2378561,2016-08-30,47,LAWN AND GARDEN,7.0,0,,,,,,46.32,Quito,Pichincha,A,14,3185.0,2016,8,35,3,Tuesday
2187276,2158764,2016-04-29,30,BEVERAGES,1245.0,18,Event,National,Ecuador,Terremoto Manabi+13,False,45.98,Guayaquil,Guayas,C,3,642.0,2016,4,17,2,Friday
2019616,1992886,2016-01-27,26,HOME AND KITCHEN II,10.0,1,,,,,,32.32,Guayaquil,Guayas,D,10,466.0,2016,1,4,1,Wednesday
2523073,2480305,2016-10-26,51,PERSONAL CARE,224.0,9,,,,,,48.75,Guayaquil,Guayas,A,17,1452.0,2016,10,43,4,Wednesday
2338497,2297511,2016-07-16,23,HOME CARE,146.0,1,,,,,,,Ambato,Tungurahua,D,9,1084.0,2016,7,28,3,Saturday
2648143,2601811,2017-01-04,11,PERSONAL CARE,800.0,17,,,,,,53.26,Cayambe,Pichincha,B,6,2505.0,2017,1,1,1,Wednesday
2527391,2484623,2016-10-29,23,LAWN AND GARDEN,6.0,0,,,,,,,Ambato,Tungurahua,D,9,996.0,2016,10,43,4,Saturday
1608569,1588967,2015-06-13,42,HOME APPLIANCES,0.0,0,,,,,,,Cuenca,Azuay,D,2,,2015,6,24,2,Saturday
3021299,2967839,2017-07-28,31,HOME APPLIANCES,0.0,0,,,,,,49.72,Babahoyo,Los Rios,B,10,1361.0,2017,7,30,3,Friday
2349494,2308508,2016-07-22,31,PET SUPPLIES,1.0,0,,,,,,43.41,Babahoyo,Los Rios,B,10,1202.0,2016,7,29,3,Friday
2475566,2432798,2016-09-30,2,BREAD/BAKERY,676.0,11,,,,,,47.72,Quito,Pichincha,D,13,1800.0,2016,9,39,3,Friday
2528099,2485331,2016-10-29,43,BEAUTY,2.0,1,,,,,,,Esmeraldas,Esmeraldas,E,10,1189.0,2016,10,43,4,Saturday
2400564,2357796,2016-08-19,15,GROCERY I,2781.0,38,,,,,,48.48,Ibarra,Imbabura,C,15,1336.0,2016,8,33,3,Friday
2810512,2764180,2017-04-05,18,BABY CARE,0.0,0,,,,,,51.14,Quito,Pichincha,B,16,1329.0,2017,4,14,2,Wednesday
